retailer_id,retailer_name,distributor_id,territory_id,outlet_type,town_name,pincode,onboard_date,status,deactivation_date
RET-02138,Dakhin Kirana Bhandar - 34,DIST-015,T-WB-12,Kirana Store,Bankura,722102,2025-10-23,Active,
RET-02139,Pal Brothers - 08,DIST-016,T-WB-13,Kirana Store,Bishnupur,722122,2025-10-23,Active,
RET-02140,Maa Ganesh Bhandar - 35,DIST-017,T-WB-14,Kirana Store,Kalyani,741235,2025-10-23,Active,
RET-02141,Mitra & Sons - 06,DIST-024,T-WB-18,Kirana Store,Siliguri,734004,2025-10-23,Active,
RET-02142,Sahoo & Sons - 03,DIST-022,T-OD-03,Kirana Store,Bhadrak,756100,2025-10-24,Active,
RET-02143,Sarkar Brothers - 05,DIST-007,T-WB-06,Kirana Store,Uluberia,711315,2025-10-24,Active,
RET-02144,Jai Saraswati Stores - 35,DIST-024,T-WB-18,Kirana Store,Siliguri,734001,2025-10-24,Active,
RET-02145,Baruah Provision Store - 02,DIST-035,T-AS-03,Kirana Store,Nagaon,782001,2025-10-25,Active,
RET-02146,Maa Radha Bhandar - 41,DIST-035,T-AS-03,Kirana Store,Nagaon,782003,2025-10-25,Active,
RET-02147,Rout & Sons - 03,DIST-029,T-OD-05,Kirana Store,Bhubaneswar,751003,2025-10-25,Active,
RET-02148,Maa Radha Bhandar - 05,DIST-002,T-WB-02,Kirana Store,Chinsurah,712101,2025-10-25,Active,
RET-02149,Jai Durga Stores - 21,DIST-015,T-WB-12,Kirana Store,Bankura,722102,2025-10-25,Active,
RET-02150,Dakhin Kirana Bhandar - 45,DIST-018,T-WB-15,Kirana Store,Krishnanagar,741101,2025-10-25,Active,
RET-02151,Shree Balaji Stores - 47,DIST-029,T-OD-05,Kirana Store,Bhubaneswar,751002,2025-10-27,Active,
RET-02152,Jai Jagannath Traders - 59,DIST-029,T-OD-05,Kirana Store,Bhubaneswar,751003,2025-10-27,Active,
RET-02153,Maa Durga Bhandar - 54,DIST-031,T-AS-01,Kirana Store,Guwahati,781003,2025-10-28,Active,
RET-02154,Saikia Store,DIST-033,T-AS-02,Kirana Store,Guwahati,781014,2025-10-28,Active,
RET-02155,Jai Jagannath Traders - 44,DIST-026,T-OD-04,Kirana Store,Cuttack,753002,2025-10-28,Active,
RET-02156,Maa Shiva Bhandar - 32,DIST-014,T-WB-11,Kirana Store,Medinipur,721102,2025-10-28,Active,
RET-02157,Purba Kirana Bhandar - 43,DIST-018,T-WB-15,Kirana Store,Krishnanagar,741103,2025-10-28,Active,
RET-02158,Shree Saraswati Traders - 34,DIST-024,T-WB-18,Kirana Store,Siliguri,734003,2025-10-28,Active,
RET-02159,Maa Vishnu Bhandar - 40,DIST-025,T-WB-19,General Store,Malda,732103,2025-10-28,Active,
RET-02160,Shree Balaji Stores - 44,DIST-028,T-OD-05,Kirana Store,Bhubaneswar,751001,2025-10-29,Active,
RET-02161,Nandi Provision Store - 09,DIST-025,T-WB-19,Kirana Store,Malda,732103,2025-10-29,Active,
RET-02162,Behera Provision Store - 03,DIST-020,T-OD-01,Kirana Store,Balasore,756002,2025-10-30,Active,
RET-02163,Maa Jagannath Bhandar - 04,DIST-027,T-OD-04,Kirana Store,Cuttack,753004,2025-10-30,Active,
RET-02164,Behera Provision Store - 04,DIST-027,T-OD-04,Kirana Store,Cuttack,753001,2025-10-30,Active,
RET-02165,Chakraborty Brothers - 05,DIST-003,T-WB-03,Kirana Store,Arambagh,712601,2025-10-30,Active,
RET-02166,Maa Saraswati Bhandar - 31,DIST-014,T-WB-11,Kirana Store,Medinipur,721102,2025-10-30,Active,
RET-02167,Maa Durga Bhandar - 34,DIST-018,T-WB-15,Kirana Store,Krishnanagar,741102,2025-10-30,Active,
RET-02168,Haldar & Sons - 07,DIST-023,T-WB-17,Kirana Store,Jangipur,742214,2025-10-30,Active,
RET-02169,Maa Vishnu Bhandar - 43,DIST-035,T-AS-03,Kirana Store,Nagaon,782003,2025-10-31,Active,
RET-02170,Maa Durga Bhandar - 40,DIST-020,T-OD-01,Kirana Store,Balasore,756003,2025-10-31,Active,
RET-02171,Mukherjee & Sons - 02,DIST-002,T-WB-02,Kirana Store,Chinsurah,712101,2025-10-31,Active,
RET-02172,Maa Ganesh Bhandar - 10,DIST-003,T-WB-03,Kirana Store,Arambagh,712601,2025-10-31,Active,
RET-02173,Paschim Kirana Bhandar - 45,DIST-016,T-WB-13,Kirana Store,Bishnupur,722122,2025-10-31,Active,
RET-02174,Purba Kirana Bhandar - 44,DIST-023,T-WB-17,Kirana Store,Jangipur,742214,2025-10-31,Active,
RET-02175,Jai Vishnu Stores - 27,DIST-023,T-WB-17,Kirana Store,Jangipur,742213,2025-10-31,Active,
RET-02176,Shree Radha Traders - 29,DIST-025,T-WB-19,Kirana Store,Malda,732101,2025-10-31,Active,
RET-02177,Axom Bazar Store - 04,DIST-034,T-AS-02,Kirana Store,Guwahati,781014,2025-11-01,Active,
RET-02178,Uttar Kirana Bhandar - 36,DIST-011,T-WB-09,Kirana Store,Durgapur,713202,2025-11-01,Active,
RET-02179,Nabagram Kirana Bhandar - 53,DIST-024,T-WB-18,Kirana Store,Siliguri,734005,2025-11-01,Active,
RET-02180,Jai Jagannath Traders - 54,DIST-028,T-OD-05,Kirana Store,Bhubaneswar,751001,2025-11-03,Active,
RET-02181,Paschim Kirana Bhandar - 15,DIST-003,T-WB-03,General Store,Arambagh,712601,2025-11-03,Active,
RET-02182,Haldar General Store - 18,DIST-024,T-WB-18,Kirana Store,Siliguri,734004,2025-11-03,Active,
RET-02183,Senapati Provision Store - 02,DIST-026,T-OD-04,Kirana Store,Cuttack,753002,2025-11-04,Active,
RET-02184,Mohapatra Brothers,DIST-029,T-OD-05,Kirana Store,Bhubaneswar,751001,2025-11-04,Active,
RET-02185,Mallick General Store - 08,DIST-029,T-OD-05,Kirana Store,Bhubaneswar,751007,2025-11-04,Active,
RET-02186,Shree Durga Traders - 29,DIST-011,T-WB-09,Kirana Store,Durgapur,713202,2025-11-04,Active,
RET-02187,Jai Vishnu Stores - 28,DIST-023,T-WB-17,Kirana Store,Jangipur,742214,2025-11-04,Active,
RET-02188,Baruah Traders - 02,DIST-033,T-AS-02,Kirana Store,Guwahati,781014,2025-11-05,Active,
RET-02189,Das Provision Store - 21,DIST-028,T-OD-05,Kirana Store,Bhubaneswar,751003,2025-11-05,Active,
RET-02190,Nabagram Kirana Bhandar - 51,DIST-023,T-WB-17,Kirana Store,Jangipur,742213,2025-11-05,Active,
RET-02191,Das Traders - 02,DIST-035,T-AS-03,General Store,Nagaon,782001,2025-11-06,Active,
RET-02192,Axom Udyog Store - 07,DIST-035,T-AS-03,Kirana Store,Nagaon,782003,2025-11-06,Active,
RET-02193,Sahoo General Store - 02,DIST-022,T-OD-03,Kirana Store,Bhadrak,756101,2025-11-06,Active,
RET-02194,Sen Brothers - 10,DIST-025,T-WB-19,Kirana Store,Malda,732103,2025-11-06,Active,
RET-02195,Baruah & Brothers,DIST-032,T-AS-01,Kirana Store,Guwahati,781006,2025-11-07,Active,
RET-02196,Phukan Provision Store,DIST-035,T-AS-03,General Store,Nagaon,782002,2025-11-07,Active,
RET-02197,Phukan Provision Store - 05,DIST-036,T-AS-04,Kirana Store,Tezpur,784002,2025-11-07,Active,
RET-02198,Sahu General Store - 03,DIST-021,T-OD-02,Kirana Store,Jaleswar,756032,2025-11-07,Active,
RET-02199,Maa Durga Bhandar - 47,DIST-026,T-OD-04,Kirana Store,Cuttack,753003,2025-11-07,Active,
RET-02200,Maa Durga Bhandar - 13,DIST-006,T-WB-05,Kirana Store,Katwa,713131,2025-11-07,Active,
RET-02201,Ghosh Brothers - 06,DIST-007,T-WB-06,Kirana Store,Uluberia,711316,2025-11-07,Active,
RET-02202,Nandi Provision Store - 05,DIST-013,T-WB-10,General Store,Kharagpur,721302,2025-11-07,Active,
RET-02203,Pal Brothers - 09,DIST-016,T-WB-13,Kirana Store,Bishnupur,722123,2025-11-07,Active,
RET-02204,Medhi & Brothers,DIST-034,T-AS-02,Kirana Store,Guwahati,781010,2025-11-08,Active,
RET-02205,Maa Durga Bhandar - 39,DIST-020,T-OD-01,Kirana Store,Balasore,756001,2025-11-08,Active,
RET-02206,Sahoo & Sons - 04,DIST-022,T-OD-03,Kirana Store,Bhadrak,756100,2025-11-08,Active,
RET-02207,Pal Provision Store - 06,DIST-015,T-WB-12,Kirana Store,Bankura,722101,2025-11-08,Active,
RET-02208,Maa Kali Bhandar - 39,DIST-035,T-AS-03,Kirana Store,Nagaon,782002,2025-11-10,Active,
RET-02209,Haldar General Store - 06,DIST-002,T-WB-02,Kirana Store,Chinsurah,712102,2025-11-10,Active,
RET-02210,Shree Shiva Traders - 12,DIST-004,T-WB-04,Kirana Store,Bardhaman,713102,2025-11-10,Active,
RET-02211,Maa Shiva Bhandar - 26,DIST-011,T-WB-09,General Store,Durgapur,713201,2025-11-10,Active,
RET-02212,Chatterjee Brothers - 06,DIST-023,T-WB-17,Kirana Store,Jangipur,742213,2025-11-10,Active,
RET-02213,Chatterjee Provision Store - 13,DIST-025,T-WB-19,Kirana Store,Malda,732101,2025-11-10,Active,
RET-02214,Mahanta Provision Store,DIST-033,T-AS-02,Kirana Store,Guwahati,781010,2025-11-11,Active,
RET-02215,Mallick Provision Store - 02,DIST-027,T-OD-04,Kirana Store,Cuttack,753001,2025-11-11,Active,
RET-02216,Das Provision Store - 11,DIST-013,T-WB-10,Kirana Store,Kharagpur,721301,2025-11-11,Active,
RET-02217,Majumdar Brothers - 09,DIST-009,T-WB-07,Kirana Store,Asansol,713303,2025-11-12,Active,
RET-02218,Chatterjee General Store - 08,DIST-009,T-WB-07,Kirana Store,Asansol,713302,2025-11-12,Active,
RET-02219,Nandi Brothers - 09,DIST-016,T-WB-13,Kirana Store,Bishnupur,722122,2025-11-13,Active,
RET-02220,Saha Brothers - 14,DIST-023,T-WB-17,Kirana Store,Jangipur,742213,2025-11-13,Active,
RET-02221,Phukan & Brothers,DIST-032,T-AS-01,Kirana Store,Guwahati,781003,2025-11-14,Active,
RET-02222,Shree Balaji Stores - 46,DIST-029,T-OD-05,Kirana Store,Bhubaneswar,751001,2025-11-14,Active,
RET-02223,Nayak Brothers - 03,DIST-030,T-OD-06,Kirana Store,Khordha,752055,2025-11-14,Active,
RET-02224,Purba Kirana Bhandar - 21,DIST-008,T-WB-07,Kirana Store,Asansol,713303,2025-11-14,Active,
RET-02225,Jai Vishnu Stores - 22,DIST-018,T-WB-15,Kirana Store,Krishnanagar,741101,2025-11-14,Active,
RET-02226,Biswas & Sons - 14,DIST-024,T-WB-18,Kirana Store,Siliguri,734003,2025-11-14,Active,
RET-02227,Ghosh & Sons - 11,DIST-025,T-WB-19,Kirana Store,Malda,732103,2025-11-14,Active,
RET-02228,Das General Store - 08,DIST-020,T-OD-01,Kirana Store,Balasore,756002,2025-11-15,Active,
RET-02229,Jena Brothers - 02,DIST-026,T-OD-04,Kirana Store,Cuttack,753002,2025-11-15,Active,
RET-02230,Jai Kali Stores - 03,DIST-001,T-WB-01,Kirana Store,Serampore,712203,2025-11-15,Active,
RET-02231,Majumdar General Store - 02,DIST-004,T-WB-04,Kirana Store,Bardhaman,713104,2025-11-15,Active,
RET-02232,Banerjee & Sons,DIST-004,T-WB-04,General Store,Bardhaman,713103,2025-11-15,Active,
RET-02233,Baruah Store - 04,DIST-036,T-AS-04,Kirana Store,Tezpur,784001,2025-11-17,Active,
RET-02234,Maa Jagannath Bhandar - 05,DIST-027,T-OD-04,General Store,Cuttack,753002,2025-11-17,Active,
RET-02235,Maa Tarini Bhandar - 10,DIST-029,T-OD-05,Kirana Store,Bhubaneswar,751007,2025-11-17,Active,
RET-02236,Shree Vishnu Traders - 11,DIST-007,T-WB-06,Kirana Store,Uluberia,711317,2025-11-17,Active,
RET-02237,Mondal Brothers - 17,DIST-019,T-WB-16,Kirana Store,Baharampur,742102,2025-11-17,Active,
RET-02238,Maa Radha Bhandar - 42,DIST-036,T-AS-04,Kirana Store,Tezpur,784001,2025-11-18,Active,
RET-02239,Mallick General Store - 05,DIST-027,T-OD-04,Kirana Store,Cuttack,753002,2025-11-18,Active,
RET-02240,Maa Durga Bhandar - 52,DIST-030,T-OD-06,Kirana Store,Khordha,752056,2025-11-18,Active,
RET-02241,Biswas General Store - 07,DIST-013,T-WB-10,General Store,Kharagpur,721305,2025-11-18,Active,
RET-02242,Kundu General Store - 11,DIST-018,T-WB-15,Kirana Store,Krishnanagar,741101,2025-11-18,Active,
RET-02243,Jai Vishnu Stores - 25,DIST-019,T-WB-16,Kirana Store,Baharampur,742101,2025-11-18,Active,
RET-02244,Saha Provision Store - 13,DIST-024,T-WB-18,Kirana Store,Siliguri,734005,2025-11-18,Active,
RET-02245,Mallick Provision Store - 03,DIST-027,T-OD-04,Kirana Store,Cuttack,753004,2025-11-19,Active,
RET-02246,Rout General Store - 04,DIST-029,T-OD-05,Kirana Store,Bhubaneswar,751002,2025-11-19,Active,
RET-02247,Uttar Kirana Bhandar - 44,DIST-015,T-WB-12,Kirana Store,Bankura,722101,2025-11-19,Active,
RET-02248,Deka Store,DIST-034,T-AS-02,Kirana Store,Guwahati,781010,2025-11-20,Active,
RET-02249,Shree Kali Traders - 22,DIST-023,T-WB-17,Kirana Store,Jangipur,742214,2025-11-20,Active,
RET-02250,Mukherjee & Sons - 12,DIST-025,T-WB-19,Kirana Store,Malda,732103,2025-11-20,Active,
RET-02251,Jai Vishnu Stores - 32,DIST-025,T-WB-19,Kirana Store,Malda,732101,2025-11-20,Active,
RET-02252,Ghosh & Sons - 09,DIST-007,T-WB-06,Kirana Store,Uluberia,711317,2025-11-21,Active,
RET-02253,Ghosh Brothers - 13,DIST-025,T-WB-19,Kirana Store,Malda,732101,2025-11-21,Active,
RET-02254,Nandi Brothers - 14,DIST-023,T-WB-17,Kirana Store,Jangipur,742213,2025-11-22,Active,
RET-02255,Shree Lakshmi Traders - 40,DIST-023,T-WB-17,Kirana Store,Jangipur,742214,2025-11-22,Active,
RET-02256,Jai Ganesh Stores - 03,DIST-001,T-WB-01,Kirana Store,Serampore,712202,2025-11-24,Active,
RET-02257,Shree Lakshmi Traders - 04,DIST-001,T-WB-01,Kirana Store,Serampore,712202,2025-11-24,Active,
RET-02258,Mukherjee Provision Store - 04,DIST-006,T-WB-05,Kirana Store,Katwa,713131,2025-11-24,Active,
RET-02259,Mitra General Store - 13,DIST-018,T-WB-15,General Store,Krishnanagar,741103,2025-11-24,Active,
RET-02260,Maa Shiva Bhandar - 42,DIST-024,T-WB-18,Kirana Store,Siliguri,734004,2025-11-24,Active,
RET-02261,Axom Traders Store,DIST-031,T-AS-01,Kirana Store,Guwahati,781006,2025-11-25,Active,
RET-02262,Choudhury Store - 04,DIST-035,T-AS-03,Kirana Store,Nagaon,782003,2025-11-25,Active,
RET-02263,Jai Jagannath Traders - 34,DIST-021,T-OD-02,Kirana Store,Jaleswar,756032,2025-11-25,Active,
RET-02264,Jai Jagannath Traders - 65,DIST-030,T-OD-06,Kirana Store,Khordha,752055,2025-11-25,Active,
RET-02265,Sharma Traders,DIST-031,T-AS-01,Kirana Store,Guwahati,781003,2025-11-26,Active,
RET-02266,Medhi Store - 03,DIST-032,T-AS-01,Kirana Store,Guwahati,781009,2025-11-26,Active,
RET-02267,Maa Saraswati Bhandar - 40,DIST-036,T-AS-04,Kirana Store,Tezpur,784002,2025-11-26,Active,
RET-02268,Panda General Store - 03,DIST-029,T-OD-05,Kirana Store,Bhubaneswar,751001,2025-11-26,Active,
RET-02269,Jai Kali Stores - 05,DIST-002,T-WB-02,Kirana Store,Chinsurah,712102,2025-11-26,Active,
RET-02270,Roy & Sons - 13,DIST-024,T-WB-18,Kirana Store,Siliguri,734004,2025-11-26,Active,
RET-02271,Sahu General Store - 05,DIST-030,T-OD-06,Kirana Store,Khordha,752056,2025-11-27,Active,
RET-02272,Saha Brothers - 13,DIST-017,T-WB-14,Kirana Store,Kalyani,741249,2025-11-27,Active,
RET-02273,Maa Radha Bhandar - 37,DIST-024,T-WB-18,Kirana Store,Siliguri,734003,2025-11-27,Active,
RET-02274,Paschim Kirana Bhandar - 53,DIST-024,T-WB-18,Kirana Store,Siliguri,734003,2025-11-27,Active,
RET-02275,Jai Lakshmi Stores - 07,DIST-003,T-WB-03,Kirana Store,Arambagh,712602,2025-11-28,Active,
RET-02276,Patra Provision Store - 10,DIST-014,T-WB-11,Kirana Store,Medinipur,721102,2025-11-28,Active,
RET-02277,Jai Jagannath Traders - 31,DIST-021,T-OD-02,General Store,Jaleswar,756033,2025-11-29,Inactive,2026-03-08
RET-02278,Jai Jagannath Traders - 52,DIST-027,T-OD-04,Kirana Store,Cuttack,753001,2025-11-29,Active,
RET-02279,Shree Balaji Stores - 52,DIST-030,T-OD-06,Kirana Store,Khordha,752056,2025-11-29,Active,
RET-02280,Haldar General Store - 04,DIST-002,T-WB-02,General Store,Chinsurah,712102,2025-11-29,Active,
RET-02281,Maa Shiva Bhandar - 33,DIST-014,T-WB-11,Kirana Store,Medinipur,721102,2025-11-29,Active,
RET-02282,Pal Brothers - 10,DIST-017,T-WB-14,Kirana Store,Kalyani,741235,2025-11-29,Active,
RET-02283,Jai Vishnu Stores - 33,DIST-025,T-WB-19,Kirana Store,Malda,732103,2025-11-29,Active,
RET-02284,Jai Jagannath Traders - 11,DIST-020,T-OD-01,Kirana Store,Balasore,756002,2025-12-01,Active,
RET-02285,Maa Mangala Bhandar - 14,DIST-026,T-OD-04,Kirana Store,Cuttack,753001,2025-12-01,Active,
RET-02286,Shree Balaji Stores - 50,DIST-030,T-OD-06,Kirana Store,Khordha,752056,2025-12-01,Active,
RET-02287,Nabagram Kirana Bhandar - 14,DIST-004,T-WB-04,Kirana Store,Bardhaman,713101,2025-12-01,Active,
RET-02288,Chakraborty Brothers - 08,DIST-013,T-WB-10,Kirana Store,Kharagpur,721305,2025-12-01,Active,
RET-02289,Kundu & Sons - 08,DIST-015,T-WB-12,Kirana Store,Bankura,722102,2025-12-01,Active,
RET-02290,Maa Kali Bhandar - 36,DIST-019,T-WB-16,Kirana Store,Baharampur,742101,2025-12-01,Active,
RET-02291,Mukherjee Brothers - 09,DIST-023,T-WB-17,General Store,Jangipur,742214,2025-12-01,Active,
RET-02292,Shree Balaji Stores - 37,DIST-027,T-OD-04,Kirana Store,Cuttack,753002,2025-12-02,Active,
RET-02293,Das Provision Store - 23,DIST-029,T-OD-05,Kirana Store,Bhubaneswar,751001,2025-12-02,Active,
RET-02294,Maa Shiva Bhandar - 31,DIST-014,T-WB-11,Kirana Store,Medinipur,721102,2025-12-02,Active,
RET-02295,Mukherjee General Store - 13,DIST-019,T-WB-16,General Store,Baharampur,742103,2025-12-02,Active,
RET-02296,Baruah & Brothers - 03,DIST-036,T-AS-04,Kirana Store,Tezpur,784002,2025-12-03,Active,
RET-02297,Shree Vishnu Traders - 28,DIST-024,T-WB-18,Kirana Store,Siliguri,734001,2025-12-03,Active,
RET-02298,Shree Balaji Stores - 18,DIST-021,T-OD-02,Kirana Store,Jaleswar,756032,2025-12-04,Active,
RET-02299,Mallick Brothers - 05,DIST-026,T-OD-04,Kirana Store,Cuttack,753004,2025-12-04,Active,
RET-02300,Dakhin Kirana Bhandar - 18,DIST-005,T-WB-04,Kirana Store,Bardhaman,713102,2025-12-04,Active,
RET-02301,Maa Vishnu Bhandar - 30,DIST-014,T-WB-11,Kirana Store,Medinipur,721101,2025-12-04,Active,
RET-02302,Jai Ganesh Stores - 06,DIST-005,T-WB-04,Kirana Store,Bardhaman,713101,2025-12-05,Active,
RET-02303,Shree Ganesh Traders - 33,DIST-017,T-WB-14,Kirana Store,Kalyani,741251,2025-12-05,Active,
RET-02304,Jai Radha Stores - 32,DIST-025,T-WB-19,General Store,Malda,732103,2025-12-05,Active,
RET-02305,Jai Jagannath Traders - 09,DIST-020,T-OD-01,Kirana Store,Balasore,756002,2025-12-06,Active,
RET-02306,Mallick Provision Store - 04,DIST-030,T-OD-06,Kirana Store,Khordha,752056,2025-12-06,Active,
RET-02307,Maa Durga Bhandar - 28,DIST-015,T-WB-12,Kirana Store,Bankura,722101,2025-12-06,Active,
RET-02308,Mondal Brothers - 16,DIST-019,T-WB-16,Kirana Store,Baharampur,742103,2025-12-06,Active,
RET-02309,Biswas General Store - 11,DIST-025,T-WB-19,Kirana Store,Malda,732102,2025-12-06,Active,
RET-02310,Maa Lakshmi Bhandar - 51,DIST-036,T-AS-04,General Store,Tezpur,784001,2025-12-08,Active,
RET-02311,Mallick Brothers - 04,DIST-022,T-OD-03,Kirana Store,Bhadrak,756113,2025-12-08,Active,
RET-02312,Maa Shiva Bhandar - 17,DIST-006,T-WB-05,Kirana Store,Katwa,713130,2025-12-08,Active,
RET-02313,Baruah Traders - 03,DIST-034,T-AS-02,Kirana Store,Guwahati,781005,2025-12-09,Active,
RET-02314,Sharma Store - 02,DIST-035,T-AS-03,Kirana Store,Nagaon,782002,2025-12-09,Active,
RET-02315,Bordoloi & Brothers - 02,DIST-036,T-AS-04,Kirana Store,Tezpur,784002,2025-12-09,Active,
RET-02316,Mallick Brothers - 08,DIST-028,T-OD-05,Kirana Store,Bhubaneswar,751003,2025-12-09,Active,
RET-02317,Chatterjee Brothers - 02,DIST-001,T-WB-01,Kirana Store,Serampore,712203,2025-12-09,Active,
RET-02318,Ghosh Provision Store - 05,DIST-003,T-WB-03,Kirana Store,Arambagh,712602,2025-12-09,Active,
RET-02319,Mukherjee Provision Store - 05,DIST-006,T-WB-05,Kirana Store,Katwa,713131,2025-12-09,Active,
RET-02320,Shree Durga Traders - 36,DIST-015,T-WB-12,Kirana Store,Bankura,722102,2025-12-09,Active,
RET-02321,Uttar Kirana Bhandar - 46,DIST-016,T-WB-13,Kirana Store,Bishnupur,722123,2025-12-09,Active,
RET-02322,Deka Traders,DIST-032,T-AS-01,Kirana Store,Guwahati,781009,2025-12-10,Active,
RET-02323,Pal & Sons - 06,DIST-023,T-WB-17,Kirana Store,Jangipur,742213,2025-12-10,Active,
RET-02324,Sharma Traders - 03,DIST-036,T-AS-04,Kirana Store,Tezpur,784001,2025-12-11,Active,
RET-02325,Jai Radha Stores - 11,DIST-006,T-WB-05,Kirana Store,Katwa,713130,2025-12-11,Active,
RET-02326,Uttar Kirana Bhandar - 57,DIST-024,T-WB-18,Kirana Store,Siliguri,734003,2025-12-11,Active,
RET-02327,Shree Vishnu Traders - 27,DIST-024,T-WB-18,Kirana Store,Siliguri,734005,2025-12-11,Active,
RET-02328,Baruah General Store,DIST-036,T-AS-04,Kirana Store,Tezpur,784001,2025-12-12,Active,
RET-02329,Jai Kali Stores - 39,DIST-025,T-WB-19,Kirana Store,Malda,732103,2025-12-12,Active,
RET-02330,Mallick General Store - 04,DIST-022,T-OD-03,Kirana Store,Bhadrak,756100,2025-12-13,Active,
RET-02331,Saha General Store - 11,DIST-023,T-WB-17,Kirana Store,Jangipur,742214,2025-12-13,Active,
RET-02332,Shree Radha Traders - 28,DIST-023,T-WB-17,Kirana Store,Jangipur,742213,2025-12-13,Active,
RET-02333,Jai Vishnu Stores - 30,DIST-024,T-WB-18,Kirana Store,Siliguri,734001,2025-12-13,Active,
RET-02334,Chakraborty Provision Store - 15,DIST-025,T-WB-19,Kirana Store,Malda,732103,2025-12-13,Active,
RET-02335,Shree Balaji Stores - 27,DIST-022,T-OD-03,Kirana Store,Bhadrak,756100,2025-12-15,Active,
RET-02336,Maa Tarini Bhandar - 11,DIST-030,T-OD-06,Kirana Store,Khordha,752055,2025-12-15,Active,
RET-02337,Mondal General Store - 14,DIST-025,T-WB-19,General Store,Malda,732101,2025-12-15,Active,
RET-02338,Das Store - 02,DIST-036,T-AS-04,Kirana Store,Tezpur,784002,2025-12-16,Active,
RET-02339,Saha Provision Store - 10,DIST-017,T-WB-14,Kirana Store,Kalyani,741251,2025-12-16,Active,
RET-02340,Jai Kali Stores - 35,DIST-023,T-WB-17,Kirana Store,Jangipur,742213,2025-12-16,Active,
RET-02341,Borah Provision Store,DIST-031,T-AS-01,Kirana Store,Guwahati,781009,2025-12-17,Active,
RET-02342,Bordoloi Traders - 02,DIST-035,T-AS-03,Kirana Store,Nagaon,782003,2025-12-17,Active,
RET-02343,Chatterjee General Store - 06,DIST-007,T-WB-06,Kirana Store,Uluberia,711316,2025-12-17,Active,
RET-02344,Mitra General Store - 11,DIST-016,T-WB-13,Kirana Store,Bishnupur,722122,2025-12-17,Active,
RET-02345,Chatterjee Provision Store - 11,DIST-023,T-WB-17,Kirana Store,Jangipur,742214,2025-12-17,Active,
RET-02346,Chatterjee Provision Store,DIST-001,T-WB-01,Kirana Store,Serampore,712201,2025-12-18,Active,
RET-02347,Jai Ganesh Stores - 21,DIST-013,T-WB-10,Kirana Store,Kharagpur,721301,2025-12-18,Active,
RET-02348,Das Brothers - 08,DIST-021,T-OD-02,Kirana Store,Jaleswar,756033,2025-12-19,Active,
RET-02349,Jai Jagannath Traders - 42,DIST-026,T-OD-04,Kirana Store,Cuttack,753003,2025-12-19,Active,
RET-02350,Senapati Provision Store - 03,DIST-026,T-OD-04,Kirana Store,Cuttack,753001,2025-12-19,Active,
RET-02351,Maa Lakshmi Bhandar - 44,DIST-030,T-OD-06,General Store,Khordha,752056,2025-12-19,Active,
RET-02352,Chatterjee Brothers - 08,DIST-024,T-WB-18,Kirana Store,Siliguri,734004,2025-12-19,Active,
RET-02353,Nath Store,DIST-034,T-AS-02,General Store,Guwahati,781010,2025-12-20,Active,
RET-02354,Jena Brothers,DIST-020,T-OD-01,Kirana Store,Balasore,756002,2025-12-20,Active,
RET-02355,Shree Balaji Stores - 41,DIST-027,T-OD-04,Kirana Store,Cuttack,753003,2025-12-20,Active,
RET-02356,Maa Jagannath Bhandar - 06,DIST-028,T-OD-05,Kirana Store,Bhubaneswar,751003,2025-12-20,Active,
RET-02357,Shree Balaji Stores - 43,DIST-028,T-OD-05,Kirana Store,Bhubaneswar,751003,2025-12-20,Active,
RET-02358,Rout & Sons - 05,DIST-030,T-OD-06,Kirana Store,Khordha,752055,2025-12-20,Active,
RET-02359,Jai Lakshmi Stores - 28,DIST-017,T-WB-14,Kirana Store,Kalyani,741251,2025-12-20,Active,
RET-02360,Uttar Kirana Bhandar - 53,DIST-018,T-WB-15,Kirana Store,Krishnanagar,741102,2025-12-20,Active,
RET-02361,Chatterjee Brothers - 07,DIST-023,T-WB-17,Kirana Store,Jangipur,742213,2025-12-20,Active,
RET-02362,Jai Shiva Stores - 38,DIST-025,T-WB-19,Kirana Store,Malda,732101,2025-12-20,Active,
RET-02363,Maa Saraswati Bhandar - 37,DIST-032,T-AS-01,Kirana Store,Guwahati,781001,2025-12-22,Active,
RET-02364,Sahu & Sons - 06,DIST-030,T-OD-06,Kirana Store,Khordha,752056,2025-12-22,Active,
RET-02365,Maa Lakshmi Bhandar - 06,DIST-003,T-WB-03,General Store,Arambagh,712602,2025-12-22,Active,
RET-02366,Patra General Store - 05,DIST-007,T-WB-06,Kirana Store,Uluberia,711317,2025-12-22,Active,
RET-02367,Sarkar & Sons - 07,DIST-011,T-WB-09,Kirana Store,Durgapur,713203,2025-12-22,Active,
RET-02368,Sarkar General Store - 17,DIST-019,T-WB-16,Kirana Store,Baharampur,742102,2025-12-22,Active,
RET-02369,Maa Radha Bhandar - 38,DIST-024,T-WB-18,Kirana Store,Siliguri,734005,2025-12-22,Active,
RET-02370,Chatterjee Provision Store - 12,DIST-024,T-WB-18,Kirana Store,Siliguri,734005,2025-12-22,Active,
RET-02371,Das & Sons - 11,DIST-024,T-WB-18,Kirana Store,Siliguri,734001,2025-12-22,Active,
RET-02372,Talukdar & Brothers,DIST-031,T-AS-01,Kirana Store,Guwahati,781009,2025-12-23,Active,
